date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:21	41136/41136	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:15%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-hang-8	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-hang-8.html	(from https://www.elines.vn/)
23:47:21	64354/64354	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:15%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-hang/ve-may-bay-Vietnam-Airlines-20	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-hang/ve-may-bay-Vietnam-Airlines-20.html	(from https://www.elines.vn/)
23:47:21	61823/61823	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:15%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-hang/Ve-may-bay-VietjetAir-21	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-hang/Ve-may-bay-VietjetAir-21.html	(from https://www.elines.vn/)
23:47:22	55275/55275	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:15%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-hang/Ve-may-bay--Air-France-22	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-hang/Ve-may-bay--Air-France-22.html	(from https://www.elines.vn/)
23:47:22	49544/49544	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:16%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-loai--9	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-loai--9.html	(from https://www.elines.vn/)
23:47:22	42094/42094	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:16%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-loai-/Ve-may-bay-tet-2015-29	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-loai-/Ve-may-bay-tet-2015-29.html	(from https://www.elines.vn/)
23:47:22	42239/42239	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:16%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-loai-/Ve-may-bay-khuyen-mai-30	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-loai-/Ve-may-bay-khuyen-mai-30.html	(from https://www.elines.vn/)
23:47:23	47651/47651	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:16%20GMT	https://www.elines.vn/tin-tuc/Ve-may-bay-theo-loai-/Ve-may-bay-gia-re-31	C:/My%20Web%20Sites/elines/www.elines.vn/tin-tuc/Ve-may-bay-theo-loai-/Ve-may-bay-gia-re-31.html	(from https://www.elines.vn/)
23:47:23	44269/44269	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:17%20GMT	https://www.elines.vn/Noi-dung/Quy-che.aspx	C:/My%20Web%20Sites/elines/www.elines.vn/Noi-dung/Quy-che.html	(from https://www.elines.vn/)
23:47:23	27806/27806	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Mar%202018%2016:45:17%20GMT	https://www.elines.vn/Noi-dung/Chinh-sach-bao-mat.aspx	C:/My%20Web%20Sites/elines/www.elines.vn/Noi-dung/Chinh-sach-bao-mat.html	(from https://www.elines.vn/)
23:47:24	1715/1715	---MCZ	200	added ('OK')	application/javascript	etag:W/%228c10c7795677d01:0%22	https://elines.vn/Scripts/SearchForm.js	C:/My%20Web%20Sites/elines/elines.vn/Scripts/SearchForm.js	(from https://www.elines.vn/)
